#;TITLE;ALTERNATIVE;CREATOR;SUBJECT;DESCRIPTION;ABSTRACT;PUBLISHER;CONTRIBUTOR;DATE;TYPE;EXTENT;MEDIUM;IDENTIFIER;SOURCE;LANGUAGE;REFERENCES;SPATIAL;ATTRIBUTION NAME;ATTRIBUTION URL;LICENSE;DATESTAMP
771;Baltsende eiders;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;baltsen, buitenopname, close, dag, eiders, fauna, geluid, getijdengebieden, macho, roepen, showen, somateria mollissima, totaal, verdedigen, vogels, voorjaar, wijd, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Baltsende eiders.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);4/23/2010;Moving Image;269;http://www.openbeelden.nl/files/07/13/713154.713059.0003EIDEREEND-NAT00Z03O0F.mp4, http://www.openbeelden.nl/files/07/13/713156.713059.0003EIDEREEND-NAT00Z03O0F.mp4, http://www.openbeelden.nl/files/07/13/713059.0003EIDEREEND-NAT00Z03O0F.mp4, http://www.openbeelden.nl/files/07/13/713158.713059.0003EIDEREEND-NAT00Z03O0F.webm, http://www.openbeelden.nl/files/07/13/713150.713059.0003EIDEREEND-NAT00Z03O0F.ogv, http://www.openbeelden.nl/files/07/13/713152.713059.0003EIDEREEND-NAT00Z03O0F.ogv, http://www.openbeelden.nl/files/07/13/713177.713059.0003EIDEREEND_NAT00Z03O0F.m3u8, http://www.openbeelden.nl/files/07/13/713160.713059.0003EIDEREEND-NAT00Z03O0F.ts, http://www.openbeelden.nl/files/07/13/713077.713059.0003EIDEREEND-NAT00Z03O0F.mpeg, http://www.openbeelden.nl/images/713182/Baltsende_eiders_%282_14%29.png;4961556;0003EIDEREEND-NAT00Z03O0F;nl;;Nederland, Texel, Slufter, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713055;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/29/2014
772;Bruine kiekendief poetsend;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bewolkt, bruine kiekendieven, buitenopname, circus aeruginosus, close, cultuurlandschappen, dag, duindoornstruweel, fauna, geringd, poetsen, roofvogel, vogelring, vogels, voorjaar, wilgenbos, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Mannetje bruine kiekendief poetsend.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);3/29/2012;Moving Image;297;http://www.openbeelden.nl/files/07/13/713135.713047.0004BRKIEKEND-NAT00Z03O19.mp4, http://www.openbeelden.nl/files/07/13/713137.713047.0004BRKIEKEND-NAT00Z03O19.mp4, http://www.openbeelden.nl/files/07/13/713047.0004BRKIEKEND-NAT00Z03O19.mp4, http://www.openbeelden.nl/files/07/13/713139.713047.0004BRKIEKEND-NAT00Z03O19.webm, http://www.openbeelden.nl/files/07/13/713131.713047.0004BRKIEKEND-NAT00Z03O19.ogv, http://www.openbeelden.nl/files/07/13/713133.713047.0004BRKIEKEND-NAT00Z03O19.ogv, http://www.openbeelden.nl/files/07/13/713148.713047.0004BRKIEKEND_NAT00Z03O19.m3u8, http://www.openbeelden.nl/files/07/13/713141.713047.0004BRKIEKEND-NAT00Z03O19.ts, http://www.openbeelden.nl/files/07/13/713074.713047.0004BRKIEKEND-NAT00Z03O19.mpeg, http://www.openbeelden.nl/images/713183/Bruine_kiekendief_poetsend_%282_28%29.png;4961554;0004BRKIEKEND-NAT00Z03O19;nl;;Nederland, Texel, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713043;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/29/2014
773;Grauwe gans met eieren en jongen;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;anser anser, bewolkt, buitenopname, close, cultuurlandschappen, dag, donsjong, donskraag, eten, extreem close, fauna, ganzenei, grauwe ganzen, lopen, nest, totaal, vogelnest, vogels, voorjaar, waken, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Grauwe gans met eieren en jongen.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);4/24/2012;Moving Image;397;http://www.openbeelden.nl/files/07/13/713118.713053.0003GRAUWGANS-NAT00Z03O0G.mp4, http://www.openbeelden.nl/files/07/13/713120.713053.0003GRAUWGANS-NAT00Z03O0G.mp4, http://www.openbeelden.nl/files/07/13/713053.0003GRAUWGANS-NAT00Z03O0G.mp4, http://www.openbeelden.nl/files/07/13/713122.713053.0003GRAUWGANS-NAT00Z03O0G.webm, http://www.openbeelden.nl/files/07/13/713114.713053.0003GRAUWGANS-NAT00Z03O0G.ogv, http://www.openbeelden.nl/files/07/13/713116.713053.0003GRAUWGANS-NAT00Z03O0G.ogv, http://www.openbeelden.nl/files/07/13/713164.713053.0003GRAUWGANS_NAT00Z03O0G.m3u8, http://www.openbeelden.nl/files/07/13/713124.713053.0003GRAUWGANS-NAT00Z03O0G.ts, http://www.openbeelden.nl/files/07/13/713080.713053.0003GRAUWGANS-NAT00Z03O0G.mpeg, http://www.openbeelden.nl/images/713184/Grauwe_gans_met_eieren_en_jongen_%283_18%29.png;4961555;0003GRAUWGANS-NAT00Z03O0G;nl;;Nederland, Texel, Den Hoorn, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713049;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/29/2014
774;Buizerd met prooi;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bewolkt, buitenopname, buizerden, buteo buteo, close, cultuurlandschappen, dag, dode vogel, eksters, eten, fauna, honger, pica pica, pikken, prooi, smikkelen, totaal, vogels, winter;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Buizerd met meeuw en reiger als prooi.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);1/23/2012;Moving Image;197;http://www.openbeelden.nl/files/07/13/713098.713065.0003BUIZERD00-NAT00Z03O0E.mp4, http://www.openbeelden.nl/files/07/13/713100.713065.0003BUIZERD00-NAT00Z03O0E.mp4, http://www.openbeelden.nl/files/07/13/713065.0003BUIZERD00-NAT00Z03O0E.mp4, http://www.openbeelden.nl/files/07/13/713102.713065.0003BUIZERD00-NAT00Z03O0E.webm, http://www.openbeelden.nl/files/07/13/713094.713065.0003BUIZERD00-NAT00Z03O0E.ogv, http://www.openbeelden.nl/files/07/13/713096.713065.0003BUIZERD00-NAT00Z03O0E.ogv, http://www.openbeelden.nl/files/07/13/713126.713065.0003BUIZERD00_NAT00Z03O0E.m3u8, http://www.openbeelden.nl/files/07/13/713104.713065.0003BUIZERD00-NAT00Z03O0E.ts, http://www.openbeelden.nl/files/07/13/713071.713065.0003BUIZERD00-NAT00Z03O0E.mpeg, http://www.openbeelden.nl/images/713185/Buizerd_met_prooi_%281_38%29.png;4961557;0003BUIZERD00-NAT00Z03O0E;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713061;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/29/2014
775;Buizerd op nest;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bewolkt, buitenopname, buizerden, buteo buteo, close, cultuurlandschappen, dag, fauna, horst, nestrand, poetsen, roofvogel, totaal, vogels, wijd, zitten, zomer;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Jonge buizerden op nest.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);6/15/2011;Moving Image;143;http://www.openbeelden.nl/files/07/13/713086.713041.0004BUIZERD00-NAT00Z03O1A.mp4, http://www.openbeelden.nl/files/07/13/713088.713041.0004BUIZERD00-NAT00Z03O1A.mp4, http://www.openbeelden.nl/files/07/13/713041.0004BUIZERD00-NAT00Z03O1A.mp4, http://www.openbeelden.nl/files/07/13/713090.713041.0004BUIZERD00-NAT00Z03O1A.webm, http://www.openbeelden.nl/files/07/13/713082.713041.0004BUIZERD00-NAT00Z03O1A.ogv, http://www.openbeelden.nl/files/07/13/713084.713041.0004BUIZERD00-NAT00Z03O1A.ogv, http://www.openbeelden.nl/files/07/13/713112.713041.0004BUIZERD00_NAT00Z03O1A.m3u8, http://www.openbeelden.nl/files/07/13/713092.713041.0004BUIZERD00-NAT00Z03O1A.ts, http://www.openbeelden.nl/files/07/13/713068.713041.0004BUIZERD00-NAT00Z03O1A.mpeg, http://www.openbeelden.nl/images/713602/Buizerd_op_nest_%281_11%29.png;4961553;0004BUIZERD00-NAT00Z03O1A;nl;;Nederland, Texel, Oosterend, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713037;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/29/2014
776;Drieteenstrandloper;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bewolkt, buitenopname, calidris alba, close, dag, drieteenstrandlopers, eten, fauna, foerageren, groep, rennen, schuim, strand, totaal, vogels, wind, winter, zee golven, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Drieteenstrandlopers op het strand.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);12/4/2009;Moving Image;367;http://www.openbeelden.nl/files/07/12/712984.712869.00003TEENSTRL-NAT00Z03NP1.mp4, http://www.openbeelden.nl/files/07/12/712986.712869.00003TEENSTRL-NAT00Z03NP1.mp4, http://www.openbeelden.nl/files/07/12/712869.00003TEENSTRL-NAT00Z03NP1.mp4, http://www.openbeelden.nl/files/07/12/712988.712869.00003TEENSTRL-NAT00Z03NP1.webm, http://www.openbeelden.nl/files/07/12/712980.712869.00003TEENSTRL-NAT00Z03NP1.ogv, http://www.openbeelden.nl/files/07/12/712982.712869.00003TEENSTRL-NAT00Z03NP1.ogv, http://www.openbeelden.nl/files/07/12/713007.712869.00003TEENSTRL_NAT00Z03NP1.m3u8, http://www.openbeelden.nl/files/07/12/712990.712869.00003TEENSTRL-NAT00Z03NP1.ts, http://www.openbeelden.nl/files/07/12/712890.712869.00003TEENSTRL-NAT00Z03NP1.mpeg, http://www.openbeelden.nl/images/712997/Drieteenstrandloper_%283_03%29.png;4961551;00003TEENSTRL-NAT00Z03NP1;nl;;Paal 12, Nederland, Texel, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/712865;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/28/2014
777;Friese waddenkust met vogels;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;Aster tripolium, Calidris canutus, Charadris hiaticula, Larus canus, Larus ridibundus, Numenius arquata, Recurvirostra avosetta, Tadorna tadorna, bergeenden, bewolkt, bontbekplevier, buitenopname, close, dag, eb, eten, fauna, flora, fotograferen, getijdengebieden, hoogwatervluchtplaats, kanoeten, kluten, kokmeeuwen, kwelders, landschappen, natuurfotograaf, rusten, schorren, slapen, stormmeeuwen, totaal, vliegen, vloed, vogels, wijd, wulpen, zeeaster, zomer, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Friese waddenkust met vogels.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);9/4/2012;Moving Image;894;http://www.openbeelden.nl/files/07/12/712945.712862.0001FRIESLAND-NAT00Z02YAX.mp4, http://www.openbeelden.nl/files/07/12/712947.712862.0001FRIESLAND-NAT00Z02YAX.mp4, http://www.openbeelden.nl/files/07/12/712862.0001FRIESLAND-NAT00Z02YAX.mp4, http://www.openbeelden.nl/files/07/12/712949.712862.0001FRIESLAND-NAT00Z02YAX.webm, http://www.openbeelden.nl/files/07/12/712941.712862.0001FRIESLAND-NAT00Z02YAX.ogv, http://www.openbeelden.nl/files/07/12/712943.712862.0001FRIESLAND-NAT00Z02YAX.ogv, http://www.openbeelden.nl/files/07/12/713009.712862.0001FRIESLAND_NAT00Z02YAX.m3u8, http://www.openbeelden.nl/files/07/12/712951.712862.0001FRIESLAND-NAT00Z02YAX.ts, http://www.openbeelden.nl/files/07/12/712899.712862.0001FRIESLAND-NAT00Z02YAX.mpeg, http://www.openbeelden.nl/images/712998/Friese_waddenkust_met_vogels_%287_27%29.png;4804282;0001FRIESLAND-NAT00Z02YAX;nl;;Westhoek, Waddenzee, Nederland, Friesland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/712858;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/28/2014
778;Foeragerende bijeneters;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bewolkt, bijeneters, buitenopname, close, cultuurlandschappen, dag, eten, exotisch, fauna, foerageren, kleurrijk, merops apiaster, schuilen, totaal, vliegen, vluchten, vogels, vogeltrek, zomer;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Groepje bijeneters wat af en aanvliegt met insecten in de snavel.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);7/11/2013;Moving Image;274;http://www.openbeelden.nl/files/07/12/712957.712875.0000BIJENETER-NAT00Z03NO7.mp4, http://www.openbeelden.nl/files/07/12/712959.712875.0000BIJENETER-NAT00Z03NO7.mp4, http://www.openbeelden.nl/files/07/12/712875.0000BIJENETER-NAT00Z03NO7.mp4, http://www.openbeelden.nl/files/07/12/712961.712875.0000BIJENETER-NAT00Z03NO7.webm, http://www.openbeelden.nl/files/07/12/712953.712875.0000BIJENETER-NAT00Z03NO7.ogv, http://www.openbeelden.nl/files/07/12/712955.712875.0000BIJENETER-NAT00Z03NO7.ogv, http://www.openbeelden.nl/files/07/12/712978.712875.0000BIJENETER_NAT00Z03NO7.m3u8, http://www.openbeelden.nl/files/07/12/712963.712875.0000BIJENETER-NAT00Z03NO7.ts, http://www.openbeelden.nl/files/07/12/712887.712875.0000BIJENETER-NAT00Z03NO7.mpeg, http://www.openbeelden.nl/images/712999/Foeragerende_bijeneters_%282_17%29.png;4961552;0000BIJENETER-NAT00Z03NO7;nl;;Hoge Berg, Nederland, Texel, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/712871;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/28/2014
779;Grote sterns op de Hollumer Kwelder en Vogelpolle;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;Larus ridibundus, Sterna sandvicensis, bewolkt, broeden, buitenopname, close, dag, eb, getijdengebieden, grote sterns, kokmeeuwen, landschappen, natuurbeleving, natuurgebied, totaal, varen, vliegen, zitten, zomer;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Zeilboot en rondvaartboot achter de grote sternkolonie van de Vogelpolle.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);6/3/2012;Moving Image;345;http://www.openbeelden.nl/files/07/12/712918.712850.000011AMELAND-NAT00Z02Y9N.mp4, http://www.openbeelden.nl/files/07/12/712920.712850.000011AMELAND-NAT00Z02Y9N.mp4, http://www.openbeelden.nl/files/07/12/712850.000011AMELAND-NAT00Z02Y9N.mp4, http://www.openbeelden.nl/files/07/12/712922.712850.000011AMELAND-NAT00Z02Y9N.webm, http://www.openbeelden.nl/files/07/12/712914.712850.000011AMELAND-NAT00Z02Y9N.ogv, http://www.openbeelden.nl/files/07/12/712916.712850.000011AMELAND-NAT00Z02Y9N.ogv, http://www.openbeelden.nl/files/07/12/712939.712850.000011AMELAND_NAT00Z02Y9N.m3u8, http://www.openbeelden.nl/files/07/12/712924.712850.000011AMELAND-NAT00Z02Y9N.ts, http://www.openbeelden.nl/files/07/12/712880.712850.000011AMELAND-NAT00Z02Y9N.mpeg, http://www.openbeelden.nl/images/713000/Grote_sterns_op_de_Hollumer_Kwelder_en_Vogelpolle_%282_52%29.png;4804246;000011AMELAND-NAT00Z02Y9N;nl;;Waddenzee, Nederland, Ameland, Hollumer Kwelder, Friesland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/712846;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/28/2014
780;Vogels op Waal en Burg;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;Anas penelope, Anas platyrhynchos, Larus argentatus, Vanellus vanellus, buitenopname, close, cultuurlandschappen, dag, eten, fauna, kievitten, landschappen, natuurgebied, natuurmonumenten, plasdras, smienten, totaal, vogelconcentraties, vogels, weilanden, wetland, wilde eenden, winter, zilvermeeuwen, zonnig, zwemmen;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Vogels op Waal en Burg.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);11/7/2012;Moving Image;330;http://www.openbeelden.nl/files/07/12/712906.712856.00000024TEXEL-NAT00Z02Y95.mp4, http://www.openbeelden.nl/files/07/12/712908.712856.00000024TEXEL-NAT00Z02Y95.mp4, http://www.openbeelden.nl/files/07/12/712856.00000024TEXEL-NAT00Z02Y95.mp4, http://www.openbeelden.nl/files/07/12/712910.712856.00000024TEXEL-NAT00Z02Y95.webm, http://www.openbeelden.nl/files/07/12/712902.712856.00000024TEXEL-NAT00Z02Y95.ogv, http://www.openbeelden.nl/files/07/12/712904.712856.00000024TEXEL-NAT00Z02Y95.ogv, http://www.openbeelden.nl/files/07/12/712937.712856.00000024TEXEL_NAT00Z02Y95.m3u8, http://www.openbeelden.nl/files/07/12/712912.712856.00000024TEXEL-NAT00Z02Y95.ts, http://www.openbeelden.nl/files/07/12/712884.712856.00000024TEXEL-NAT00Z02Y95.mpeg, http://www.openbeelden.nl/images/713001/Vogels_op_Waal_en_Burg_%282_45%29.png;4804260;00000024TEXEL-NAT00Z02Y95;nl;;Waal en Burg, Nederland, Texel, De Waal, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/712852;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/28/2014
781;Wad bij Holwerd met bonte strandlopers;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;anas platyrhynchos, bergeenden, bonte strandlopers, buitenopname, calidris alpina, dag, eb, eten, foerageren, getijdengebieden, landschappen, spiegelbeeld, tadorna tadorna, totaal, tringa totanus, tureluurs, vogels, vogeltrek, voorjaar, weidsheid, wilde eenden, wolkenlucht, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Groep steltlopers op het wad bij Holwerd.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);3/9/2010;Moving Image;94;http://www.openbeelden.nl/files/07/12/712763.712680.8004WADDENZEE-NAT00Z02AT1.mp4, http://www.openbeelden.nl/files/07/12/712765.712680.8004WADDENZEE-NAT00Z02AT1.mp4, http://www.openbeelden.nl/files/07/12/712680.8004WADDENZEE-NAT00Z02AT1.mp4, http://www.openbeelden.nl/files/07/12/712767.712680.8004WADDENZEE-NAT00Z02AT1.webm, http://www.openbeelden.nl/files/07/12/712759.712680.8004WADDENZEE-NAT00Z02AT1.ogv, http://www.openbeelden.nl/files/07/12/712761.712680.8004WADDENZEE-NAT00Z02AT1.ogv, http://www.openbeelden.nl/files/07/12/712772.712680.8004WADDENZEE_NAT00Z02AT1.m3u8, http://www.openbeelden.nl/files/07/12/712769.712680.8004WADDENZEE-NAT00Z02AT1.ts, http://www.openbeelden.nl/files/07/12/712689.712680.8004WADDENZEE-NAT00Z02AT1.mpeg, http://www.openbeelden.nl/images/712794/Wad_bij_Holwerd_met_bonte_strandlopers_%280_47%29.png;4714773;8004WADDENZEE-NAT00Z02AT1;nl;;Waddenzee, Nederland, Holwerd, Friesland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/712676;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/28/2014
782;Waddenlandschap met vliegende steltlopers;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;avond, buitenopname, dag, eb, fuiken, getijdengebieden, landschappen, stropen, tringa totanus, tureluurs, visserij, vliegen, vogels, vogeltrek, wijd, zomer, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Fuiken met vliegende vogels op het droogvallende wad.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);8/12/2012;Moving Image;177;http://www.openbeelden.nl/files/07/12/712743.712653.8033WADDENZEE-NAT00Z02AUU.mp4, http://www.openbeelden.nl/files/07/12/712745.712653.8033WADDENZEE-NAT00Z02AUU.mp4, http://www.openbeelden.nl/files/07/12/712653.8033WADDENZEE-NAT00Z02AUU.mp4, http://www.openbeelden.nl/files/07/12/712747.712653.8033WADDENZEE-NAT00Z02AUU.webm, http://www.openbeelden.nl/files/07/12/712739.712653.8033WADDENZEE-NAT00Z02AUU.ogv, http://www.openbeelden.nl/files/07/12/712741.712653.8033WADDENZEE-NAT00Z02AUU.ogv, http://www.openbeelden.nl/files/07/12/712757.712653.8033WADDENZEE_NAT00Z02AUU.m3u8, http://www.openbeelden.nl/files/07/12/712749.712653.8033WADDENZEE-NAT00Z02AUU.ts, http://www.openbeelden.nl/files/07/12/712685.712653.8033WADDENZEE-NAT00Z02AUU.mpeg, http://www.openbeelden.nl/images/712795/Waddenlandschap_met_vliegende_steltlopers_%281_28%29.png;4714724;8033WADDENZEE-NAT00Z02AUU;nl;;Waddenzee, Nederland, Texel, Oost, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/712649;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/28/2014
783;De Slufter met wilde eenden;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;anas platyrhynchos, bewolkt, binnenzee, buitenopname, close, dag, duinen, kreken, kwelders, landschappen, overstroming, springvloed, storm, totaal, water, wilde eenden, winter, wolkenluchten;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Hoogwater tijdens springvloed in de Slufter met zwemmende Wilde Eenden.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);12/29/2011;Moving Image;317;http://www.openbeelden.nl/files/07/12/712729.712672.8020_TSLUFTER-NAT00Z02AU8.mp4, http://www.openbeelden.nl/files/07/12/712731.712672.8020_TSLUFTER-NAT00Z02AU8.mp4, http://www.openbeelden.nl/files/07/12/712672.8020_TSLUFTER-NAT00Z02AU8.mp4, http://www.openbeelden.nl/files/07/12/712733.712672.8020_TSLUFTER-NAT00Z02AU8.webm, http://www.openbeelden.nl/files/07/12/712725.712672.8020_TSLUFTER-NAT00Z02AU8.ogv, http://www.openbeelden.nl/files/07/12/712727.712672.8020_TSLUFTER-NAT00Z02AU8.ogv, http://www.openbeelden.nl/files/07/12/712781.712672.8020_TSLUFTER_NAT00Z02AU8.m3u8, http://www.openbeelden.nl/files/07/12/712735.712672.8020_TSLUFTER-NAT00Z02AU8.ts, http://www.openbeelden.nl/files/07/12/712706.712672.8020_TSLUFTER-NAT00Z02AU8.mpeg, http://www.openbeelden.nl/images/712796/De_Slufter_met_wilde_eenden_%282_38%29.png;4714742;8020_TSLUFTER-NAT00Z02AU8;nl;;Nederland, Texel, Slufter, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/712667;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/28/2014
